"Site","Year","Rosettes","Infl","TagNew","RosNew","InflNew","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","TransectNew","InflYesNo"
"Garden Park West",2006,9,3,"W.1.17",12,3,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,16,5,"W.1.17",16,5,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,21,0,"W.1.17",21,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,35,15,"W.1.17",35,15,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,41,0,"W.1.17",41,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,25,0,"W.1.17",25,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,9,2,"W.1.17",31,8,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",1
"Garden Park West",2013,7,0,"W.1.17",23,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",0
"Garden Park West",2014,2,1,"W.1.17",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,2,1,"W.1.17",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,8,0,"W.1.17",23,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,2,1,"W.1.17",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,4,0,"W.1.17",18,5,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",1
"Garden Park West",2004,5,4,"W.1.18",5,4,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,11,3,"W.1.18",11,3,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,6,5,"W.1.18",6,5,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,5,7,"W.1.18",5,7,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,6,1,"W.1.18",6,1,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",1
"Garden Park West",2009,3,2,"W.1.18",3,2,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,4,0,"W.1.18",4,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,2,0,"W.1.18",2,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,NA,NA,"W.1.18",NA,NA,NA,0,0,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",NA
"Garden Park West",2013,NA,NA,"W.1.18",NA,NA,NA,0,0,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",NA
"Garden Park West",2014,5,4,"W.1.18",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,5,4,"W.1.18",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,5,0,"W.1.18",5,0,1,5,5,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,5,4,"W.1.18",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,4,0,"W.1.18",4,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",0
"Garden Park West",2004,NA,NA,"W.1.19",21,21,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,NA,NA,"W.1.19",28,3,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,NA,NA,"W.1.19",21,6,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,NA,NA,"W.1.19",19,4,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,12,0,"W.1.19",24,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,17,4,"W.1.19",34,8,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,NA,NA,"W.1.19",23,1,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",1
"Garden Park West",2011,10,0,"W.1.19",10,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,16,9,"W.1.19",16,9,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",1
"Garden Park West",2013,22,0,"W.1.19",22,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",0
"Garden Park West",2014,NA,NA,"W.1.19",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,NA,NA,"W.1.19",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,22,0,"W.1.19",22,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,NA,NA,"W.1.19",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,9,6,"W.1.19",9,6,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",1
"Garden Park West",2006,1,0,"W.1.24",1,0,1,0,0,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,1,1,"W.1.24",1,1,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,3,0,"W.1.24",3,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,3,0,"W.1.24",3,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,3,0,"W.1.24",3,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,2,0,"W.1.24",2,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,3,0,"W.1.24",3,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",0
"Garden Park West",2013,8,0,"W.1.24",8,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",0
"Garden Park West",2014,1,0,"W.1.24",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,1,0,"W.1.24",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,9,0,"W.1.24",9,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,1,0,"W.1.24",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,5,0,"W.1.24",5,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",0
"Garden Park West",2004,5,2,"W.1.34",5,2,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,1,0,"W.1.34",1,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,4,0,"W.1.34",4,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,21,8,"W.1.34",21,8,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,NA,NA,"W.1.34",NA,NA,0,0,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",NA
"Garden Park West",2008,2,0,"W.1.107",2,0,1,0,0,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,2,0,"W.1.107",2,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,2,0,"W.1.107",2,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.107",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2012,2,0,"W.1.107",2,0,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",0
"Garden Park West",2013,NA,NA,"W.1.107",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",NA
"Garden Park West",2005,1,0,"W.1.485",2,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,1,0,"W.1.485",2,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,3,0,"W.1.485",6,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",0
"Garden Park West",2008,4,0,"W.1.485",7,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,3,1,"W.1.485",5,1,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,7,2,"W.1.485",9,2,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",1
"Garden Park West",2011,NA,NA,"W.1.485",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2012,2,2,"W.1.485",4,4,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",1
"Garden Park West",2013,4,0,"W.1.485",9,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",0
"Garden Park West",2014,1,0,"W.1.485",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,1,0,"W.1.485",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,NA,NA,"W.1.485",10,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,1,0,"W.1.485",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,NA,NA,"W.1.485",11,5,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",1
"Garden Park West",2005,1,0,"W.1.488",1,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,NA,NA,"W.1.488",NA,NA,0,0,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",NA
"Garden Park West",2005,3,0,"W.1.489",3,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,NA,NA,"W.1.489",NA,NA,0,0,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",NA
"Garden Park West",2004,33,28,"W.2.20",33,28,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.2",1
"Garden Park West",2005,47,20,"W.2.20",47,20,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.2",1
"Garden Park West",2006,28,32,"W.2.20",28,32,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.2",1
"Garden Park West",2007,45,28,"W.2.20",45,28,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.2",1
"Garden Park West",2008,40,10,"W.2.20",40,10,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.2",1
"Garden Park West",2009,17,6,"W.2.20",17,6,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.2",1
"Garden Park West",2010,34,7,"W.2.20",34,7,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.2",1
"Garden Park West",2011,34,3,"W.2.20",34,3,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.2",1
"Garden Park West",2012,23,1,"W.2.20",23,1,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.2",1
"Garden Park West",2013,NA,NA,"W.2.20",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.2",NA
"Garden Park West",2004,1,0,"W.2.21",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.2",0
"Garden Park West",2005,2,0,"W.2.21",2,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.2",0
"Garden Park West",2006,NA,NA,"W.2.21",NA,NA,0,0,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.2",NA
"Garden Park West",2004,14,11,"W.2.22",14,11,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.2",1
"Garden Park West",2005,15,7,"W.2.22",15,7,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.2",1
"Garden Park West",2006,5,0,"W.2.22",5,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.2",0
"Garden Park West",2007,11,11,"W.2.22",11,11,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.2",1
"Garden Park West",2008,11,0,"W.2.22",11,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.2",0
"Garden Park West",2009,9,1,"W.2.22",9,1,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.2",1
"Garden Park West",2010,17,7,"W.2.22",17,7,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.2",1
"Garden Park West",2011,2,0,"W.2.22",2,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.2",0
"Garden Park West",2012,10,1,"W.2.22",10,1,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.2",1
"Garden Park West",2013,7,0,"W.2.22",7,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.2",0
"Garden Park West",2014,14,11,"W.2.22",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.2",NA
"Garden Park West",2015,14,11,"W.2.22",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.2",NA
"Garden Park West",2016,6,0,"W.2.22",6,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.2",0
"Garden Park West",2017,14,11,"W.2.22",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.2",NA
"Garden Park West",2018,5,0,"W.2.22",5,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.2",0
"Garden Park West",2004,1,0,"W.2.23",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.2",0
"Garden Park West",2005,4,2,"W.2.23",4,2,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.2",1
"Garden Park West",2006,5,0,"W.2.23",5,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.2",0
"Garden Park West",2007,8,1,"W.2.23",8,1,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.2",1
"Garden Park West",2008,8,0,"W.2.23",8,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.2",0
"Garden Park West",2009,5,0,"W.2.23",5,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.2",0
"Garden Park West",2010,3,0,"W.2.23",3,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.2",0
"Garden Park West",2011,2,0,"W.2.23",2,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.2",0
