"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","resurveyarea","newplt","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud","sitetag"
"67231",2006,"MSC","4960",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4960"
"6724",2007,"MSC","4960",0.2,NA,6,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4960"
"6725",2005,"MSC","4961",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4961"
"67251",2006,"MSC","4961",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4961"
"6726",2007,"MSC","4961",0.2,NA,10,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4961"
"6727",2005,"MSC","4962",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4962"
"67271",2006,"MSC","4962",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4962"
"6728",2007,"MSC","4962",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4962"
"6729",2005,"MSC","4963",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4963"
"67291",2006,"MSC","4963",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4963"
"6730",2007,"MSC","4963",NA,NA,NA,NA,NA,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4963"
"67311",2005,"MSC","4964",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4964"
"67312",2006,"MSC","4964",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4964"
"6732",2007,"MSC","4964",0.2,NA,16,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4964"
"67321",2008,"MSC","4964",NA,NA,16,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4964"
"6733",2009,"MSC","4964",0.3,NA,27,0.269909413154784,0.269909413154784,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4964"
"67331",2010,"MSC","4964",NA,NA,27,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4964"
"6734",2011,"MSC","4964",0.8,NA,60,0.520795588814493,0.520795588814493,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4964"
"67341",2012,"MSC","4964",NA,NA,60,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4964"
"6735",2013,"MSC","4964",1.2,NA,107,0.72150452934226,0.72150452934226,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4964"
"6736",2014,"MSC","4964",1.1,NA,106,0.671327294210318,0.671327294210318,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC4964"
"6737",2005,"MSC","4965",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4965"
"67371",2006,"MSC","4965",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4965"
"6738",2007,"MSC","4965",0.2,NA,12,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4965"
"67381",2008,"MSC","4965",NA,NA,12,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4965"
"6739",2009,"MSC","4965",0.3,NA,14,0.269909413154784,0.269909413154784,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4965"
"67391",2010,"MSC","4965",NA,NA,14,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4965"
"6740",2011,"MSC","4965",0.3,NA,19,0.269909413154784,0.269909413154784,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4965"
"67401",2012,"MSC","4965",NA,NA,19,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4965"
"67411",2013,"MSC","4965",0.3,NA,34,0.269909413154784,0.269909413154784,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4965"
"6742",2014,"MSC","4965",0.4,NA,32,0.320086648286726,0.320086648286726,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC4965"
"6743",2005,"MSC","4966",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4966"
"67431",2006,"MSC","4966",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4966"
"6744",2007,"MSC","4966",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4966"
"6745",2005,"MSC","4967",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4967"
"67451",2006,"MSC","4967",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4967"
"6746",2007,"MSC","4967",0.2,NA,18,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4967"
"67461",2008,"MSC","4967",NA,NA,18,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4967"
"6747",2009,"MSC","4967",0.1,NA,17,0.169554942890901,0.169554942890901,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4967"
"6748",2005,"MSC","4968",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4968"
"67481",2006,"MSC","4968",NA,NA,12,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4968"
"6749",2007,"MSC","4968",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4968"
"6750",2005,"MSC","4969",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4969"
"67501",2006,"MSC","4969",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4969"
"67511",2007,"MSC","4969",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4969"
"6752",2005,"MSC","4970",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4970"
"67521",2006,"MSC","4970",NA,NA,14,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4970"
"6753",2007,"MSC","4970",0.3,NA,24,0.269909413154784,0.269909413154784,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4970"
"67531",2008,"MSC","4970",NA,NA,24,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4970"
"6754",2009,"MSC","4970",0.4,NA,36,0.320086648286726,0.320086648286726,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4970"
"67541",2010,"MSC","4970",NA,NA,36,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4970"
"6755",2011,"MSC","4970",0.9,NA,90,0.570972823946435,0.570972823946435,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4970"
"67551",2012,"MSC","4970",NA,NA,90,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4970"
"6756",2013,"MSC","4970",1.2,NA,100,0.72150452934226,0.72150452934226,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4970"
"6757",2014,"MSC","4970",1.2,NA,112,0.72150452934226,0.72150452934226,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC4970"
"6758",2015,"MSC","4970",1.7,NA,128,0.972390705001968,0.972390705001968,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC4970"
"6759",2016,"MSC","4970",NA,0.9,140,NA,0.9,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"MSC4970"
"6760",2017,"MSC","4970",1.9,0.9,154,1.07274517526585,0.9,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"MSC4970"
"67611",2005,"MSC","4971",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4971"
"67612",2006,"MSC","4971",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4971"
"6762",2007,"MSC","4971",0.3,NA,18,0.269909413154784,0.269909413154784,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4971"
"67621",2008,"MSC","4971",NA,NA,18,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4971"
"6763",2009,"MSC","4971",0.3,NA,18,0.269909413154784,0.269909413154784,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4971"
"6765",2005,"MSC","4972",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4972"
"67651",2006,"MSC","4972",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4972"
"6766",2007,"MSC","4972",0.3,NA,19,0.269909413154784,0.269909413154784,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4972"
"67661",2008,"MSC","4972",NA,NA,19,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4972"
"6767",2009,"MSC","4972",0.4,NA,35,0.320086648286726,0.320086648286726,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4972"
"67671",2010,"MSC","4972",NA,NA,35,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4972"
"6768",2011,"MSC","4972",1.2,NA,84,0.72150452934226,0.72150452934226,0,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4972"
"6769",2005,"MSC","4973",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4973"
"67691",2006,"MSC","4973",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4973"
"6770",2007,"MSC","4973",0.1,NA,8,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4973"
"6771",2005,"MSC","4974",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4974"
"67711",2006,"MSC","4974",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4974"
"6772",2007,"MSC","4974",0.2,NA,13,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4974"
"6773",2005,"MSC","4975",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4975"
"67731",2006,"MSC","4975",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4975"
"6774",2007,"MSC","4975",0.2,NA,16,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4975"
"6775",2005,"MSC","4976",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4976"
"67751",2006,"MSC","4976",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4976"
"6776",2007,"MSC","4976",0.1,NA,12,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4976"
"6777",2005,"MSC","4977",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4977"
"67771",2006,"MSC","4977",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4977"
"6778",2007,"MSC","4977",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4977"
"6779",2005,"MSC","4978",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4978"
"67791",2006,"MSC","4978",NA,NA,10,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4978"
"6780",2007,"MSC","4978",0.2,NA,10,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4978"
"67801",2008,"MSC","4978",NA,NA,10,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4978"
"6781",2009,"MSC","4978",0.2,NA,10,0.219732178022843,0.219732178022843,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4978"
"67811",2010,"MSC","4978",NA,NA,10,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4978"
"6782",2011,"MSC","4978",NA,NA,NA,NA,NA,0,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4978"
"6783",2005,"MSC","4979",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4979"
"67831",2006,"MSC","4979",NA,NA,14,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4979"
"6784",2007,"MSC","4979",0.3,NA,24,0.269909413154784,0.269909413154784,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4979"
"67841",2008,"MSC","4979",NA,NA,24,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4979"
"6785",2009,"MSC","4979",0.6,NA,38,0.42044111855061,0.42044111855061,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4979"
"67851",2010,"MSC","4979",NA,NA,38,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4979"
"6786",2011,"MSC","4979",NA,NA,NA,NA,NA,0,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4979"
"6787",2005,"MSC","4980",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4980"
"67871",2006,"MSC","4980",NA,NA,10,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4980"
"6788",2007,"MSC","4980",0.2,NA,15,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4980"
"67881",2008,"MSC","4980",NA,NA,15,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4980"
"6789",2009,"MSC","4980",0.2,NA,15,0.219732178022843,0.219732178022843,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4980"
"6790",2005,"MSC","4981",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4981"
"67901",2006,"MSC","4981",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4981"
"6791",2007,"MSC","4981",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4981"
"6792",2005,"MSC","4982",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4982"
"67921",2006,"MSC","4982",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4982"
"6793",2007,"MSC","4982",0.3,NA,15,0.269909413154784,0.269909413154784,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4982"
"6794",2005,"MSC","4983",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4983"
"67941",2006,"MSC","4983",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4983"
"6795",2007,"MSC","4983",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4983"
"6796",2005,"MSC","4984",0.2,NA,7,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4984"
"67961",2006,"MSC","4984",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4984"
"6797",2007,"MSC","4984",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4984"
"6798",2005,"MSC","4985",0.3,NA,9,0.269909413154784,0.269909413154784,1,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4985"
"67981",2006,"MSC","4985",NA,NA,9,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4985"
"6799",2007,"MSC","4985",0.2,NA,15,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4985"
"67991",2008,"MSC","4985",NA,NA,15,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4985"
"6800",2009,"MSC","4985",0.2,NA,15,0.219732178022843,0.219732178022843,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4985"
"6802",2005,"MSC","4986",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4986"
"68021",2006,"MSC","4986",NA,NA,12,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4986"
"6803",2007,"MSC","4986",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4986"
"6804",2005,"MSC","4987",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4987"
"68041",2006,"MSC","4987",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4987"
"6805",2007,"MSC","4987",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4987"
"6806",2005,"MSC","4989",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4989"
"68061",2006,"MSC","4989",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4989"
"6807",2007,"MSC","4989",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4989"
"6808",2005,"MSC","4991",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4991"
"68081",2006,"MSC","4991",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4991"
"6809",2007,"MSC","4991",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4991"
"6810",2005,"MSC","4992",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4992"
"68101",2006,"MSC","4992",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4992"
"6811",2007,"MSC","4992",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4992"
"6812",2005,"MSC","4993",0.1,NA,12,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4993"
"68121",2006,"MSC","4993",NA,NA,12,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4993"
"6813",2007,"MSC","4993",0.2,NA,19,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4993"
"68131",2008,"MSC","4993",NA,NA,19,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4993"
"6814",2009,"MSC","4993",0.2,NA,19,0.219732178022843,0.219732178022843,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4993"
"6817",2003,"MSC","1(no tag)",0.1,NA,3,0.169554942890901,0.169554942890901,1,0,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1(no tag)"
"6818",2004,"MSC","1(no tag)",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC1(no tag)"
"6819",2002,"MSC","1095a",0.4,NA,29,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1095a"
"6820",2003,"MSC","1095a",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1095a"
"68211",2004,"MSC","1400b",NA,1.4,198,NA,1.4,1,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC1400b"
"68212",2005,"MSC","1400b",NA,NA,198,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC1400b"
"68213",2006,"MSC","1400b",NA,NA,198,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC1400b"
"68214",2007,"MSC","1400b",NA,NA,198,NA,NA,NA,0,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC1400b"
"68215",2008,"MSC","1400b",NA,NA,198,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC1400b"
"68216",2009,"MSC","1400b",NA,NA,198,NA,NA,NA,0,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC1400b"
"6822",2010,"MSC","1400b",NA,1.4,NA,NA,1.4,1,6,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC1400b"
"6823",2011,"MSC","1400b",NA,NA,NA,NA,NA,0,1,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1400b"
"6834",2011,"MSC","1710b",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,1,1,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1710b"
"68341",2012,"MSC","1710b",NA,NA,8,NA,NA,NA,0,1,1,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1710b"
"6835",2013,"MSC","1710b",NA,NA,NA,NA,NA,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1710b"
"6843",2011,"MSC","1714b",0.1,NA,12,0.169554942890901,0.169554942890901,1,0,1,1,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1714b"
"68431",2012,"MSC","1714b",NA,NA,12,NA,NA,NA,0,1,1,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1714b"
"6844",2013,"MSC","1714b",0.1,NA,12,0.169554942890901,0.169554942890901,0,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1714b"
"6857",2011,"MSC","1717b",2.6,NA,80,1.42398582118944,1.42398582118944,1,0,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1717b"
"68571",2012,"MSC","1717b",NA,NA,80,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1717b"
"6858",2013,"MSC","1717b",NA,NA,NA,NA,NA,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1717b"
"6859",2014,"MSC","1717b",NA,NA,NA,NA,NA,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC1717b"
"6862",2011,"MSC","1719b",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1719b"
"68621",2012,"MSC","1719b",NA,NA,7,NA,NA,NA,0,1,1,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1719b"
"6863",2013,"MSC","1719b",0.2,NA,7,0.219732178022843,0.219732178022843,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1719b"
"6864",2014,"MSC","1719b",0.2,NA,15,0.219732178022843,0.219732178022843,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC1719b"
"6865",2015,"MSC","1719b",NA,NA,NA,NA,NA,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC1719b"
"6868",2011,"MSC","1720b",0.1,NA,13,0.169554942890901,0.169554942890901,1,0,1,1,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1720b"
"68681",2012,"MSC","1720b",NA,NA,13,NA,NA,NA,0,1,1,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1720b"
"6869",2013,"MSC","1720b",0.2,NA,17,0.219732178022843,0.219732178022843,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1720b"
"6870",2014,"MSC","1720b",0.7,NA,18,0.470618353682551,0.470618353682551,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC1720b"
"6871",2015,"MSC","1720b",NA,NA,NA,NA,NA,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC1720b"
"6874",2011,"MSC","1721b",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,1,1,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1721b"
"68741",2012,"MSC","1721b",NA,NA,12,NA,NA,NA,0,1,1,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1721b"
"6875",2013,"MSC","1721b",0.2,NA,16,0.219732178022843,0.219732178022843,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1721b"
"6876",2014,"MSC","1721b",0.2,NA,18,0.219732178022843,0.219732178022843,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC1721b"
"6877",2011,"MSC","1722b",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,1,1,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1722b"
"68771",2012,"MSC","1722b",NA,NA,10,NA,NA,NA,0,1,1,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1722b"
"6878",2013,"MSC","1722b",NA,NA,NA,NA,NA,0,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1722b"
"6879",2011,"MSC","1723b",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1723b"
