"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud"
"6720",2007,"MSC","4958",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6721",2005,"MSC","4959",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67211",2006,"MSC","4959",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6722",2007,"MSC","4959",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6723",2005,"MSC","4960",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67231",2006,"MSC","4960",NA,NA,8,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6724",2007,"MSC","4960",0.2,NA,6,0.219732178022843,0.219732178022843,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6725",2005,"MSC","4961",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67251",2006,"MSC","4961",NA,NA,8,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6726",2007,"MSC","4961",0.2,NA,10,0.219732178022843,0.219732178022843,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6727",2005,"MSC","4962",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67271",2006,"MSC","4962",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6728",2007,"MSC","4962",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6729",2005,"MSC","4963",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67291",2006,"MSC","4963",NA,NA,11,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6730",2007,"MSC","4963",NA,NA,NA,NA,NA,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67311",2005,"MSC","4964",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67312",2006,"MSC","4964",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6732",2007,"MSC","4964",0.2,NA,16,0.219732178022843,0.219732178022843,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67321",2008,"MSC","4964",NA,NA,16,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6733",2009,"MSC","4964",0.3,NA,27,0.269909413154784,0.269909413154784,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"67331",2010,"MSC","4964",NA,NA,27,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6734",2011,"MSC","4964",0.8,NA,60,0.520795588814493,0.520795588814493,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"67341",2012,"MSC","4964",NA,NA,60,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6735",2013,"MSC","4964",1.2,NA,107,0.72150452934226,0.72150452934226,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6736",2014,"MSC","4964",1.1,NA,106,0.671327294210318,0.671327294210318,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6737",2005,"MSC","4965",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67371",2006,"MSC","4965",NA,NA,8,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6738",2007,"MSC","4965",0.2,NA,12,0.219732178022843,0.219732178022843,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67381",2008,"MSC","4965",NA,NA,12,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6739",2009,"MSC","4965",0.3,NA,14,0.269909413154784,0.269909413154784,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"67391",2010,"MSC","4965",NA,NA,14,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6740",2011,"MSC","4965",0.3,NA,19,0.269909413154784,0.269909413154784,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"67401",2012,"MSC","4965",NA,NA,19,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"67411",2013,"MSC","4965",0.3,NA,34,0.269909413154784,0.269909413154784,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6742",2014,"MSC","4965",0.4,NA,32,0.320086648286726,0.320086648286726,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6743",2005,"MSC","4966",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67431",2006,"MSC","4966",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6744",2007,"MSC","4966",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6745",2005,"MSC","4967",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67451",2006,"MSC","4967",NA,NA,8,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6746",2007,"MSC","4967",0.2,NA,18,0.219732178022843,0.219732178022843,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67461",2008,"MSC","4967",NA,NA,18,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6747",2009,"MSC","4967",0.1,NA,17,0.169554942890901,0.169554942890901,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"6748",2005,"MSC","4968",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67481",2006,"MSC","4968",NA,NA,12,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6749",2007,"MSC","4968",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6750",2005,"MSC","4969",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67501",2006,"MSC","4969",NA,NA,11,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"67511",2007,"MSC","4969",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6752",2005,"MSC","4970",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67521",2006,"MSC","4970",NA,NA,14,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6753",2007,"MSC","4970",0.3,NA,24,0.269909413154784,0.269909413154784,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67531",2008,"MSC","4970",NA,NA,24,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6754",2009,"MSC","4970",0.4,NA,36,0.320086648286726,0.320086648286726,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"67541",2010,"MSC","4970",NA,NA,36,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6755",2011,"MSC","4970",0.9,NA,90,0.570972823946435,0.570972823946435,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"67551",2012,"MSC","4970",NA,NA,90,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6756",2013,"MSC","4970",1.2,NA,100,0.72150452934226,0.72150452934226,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6757",2014,"MSC","4970",1.2,NA,112,0.72150452934226,0.72150452934226,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6758",2015,"MSC","4970",1.7,NA,128,0.972390705001968,0.972390705001968,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"6759",2016,"MSC","4970",NA,0.9,140,NA,0.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"6760",2017,"MSC","4970",1.9,0.9,154,1.07274517526585,0.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"67611",2005,"MSC","4971",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67612",2006,"MSC","4971",NA,NA,11,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6762",2007,"MSC","4971",0.3,NA,18,0.269909413154784,0.269909413154784,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67621",2008,"MSC","4971",NA,NA,18,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6763",2009,"MSC","4971",0.3,NA,18,0.269909413154784,0.269909413154784,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"6765",2005,"MSC","4972",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67651",2006,"MSC","4972",NA,NA,11,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6766",2007,"MSC","4972",0.3,NA,19,0.269909413154784,0.269909413154784,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67661",2008,"MSC","4972",NA,NA,19,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6767",2009,"MSC","4972",0.4,NA,35,0.320086648286726,0.320086648286726,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"67671",2010,"MSC","4972",NA,NA,35,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6768",2011,"MSC","4972",1.2,NA,84,0.72150452934226,0.72150452934226,0,2,2011,12.9,14.78,340.13,10342.664,7190.291
"6769",2005,"MSC","4973",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67691",2006,"MSC","4973",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6770",2007,"MSC","4973",0.1,NA,8,0.169554942890901,0.169554942890901,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6771",2005,"MSC","4974",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67711",2006,"MSC","4974",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6772",2007,"MSC","4974",0.2,NA,13,0.219732178022843,0.219732178022843,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6773",2005,"MSC","4975",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67731",2006,"MSC","4975",NA,NA,11,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6774",2007,"MSC","4975",0.2,NA,16,0.219732178022843,0.219732178022843,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6775",2005,"MSC","4976",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67751",2006,"MSC","4976",NA,NA,7,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6776",2007,"MSC","4976",0.1,NA,12,0.169554942890901,0.169554942890901,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6777",2005,"MSC","4977",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67771",2006,"MSC","4977",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6778",2007,"MSC","4977",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6779",2005,"MSC","4978",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67791",2006,"MSC","4978",NA,NA,10,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6780",2007,"MSC","4978",0.2,NA,10,0.219732178022843,0.219732178022843,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67801",2008,"MSC","4978",NA,NA,10,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6781",2009,"MSC","4978",0.2,NA,10,0.219732178022843,0.219732178022843,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"67811",2010,"MSC","4978",NA,NA,10,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6782",2011,"MSC","4978",NA,NA,NA,NA,NA,0,2,2011,12.9,14.78,340.13,10342.664,7190.291
"6783",2005,"MSC","4979",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67831",2006,"MSC","4979",NA,NA,14,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6784",2007,"MSC","4979",0.3,NA,24,0.269909413154784,0.269909413154784,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67841",2008,"MSC","4979",NA,NA,24,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6785",2009,"MSC","4979",0.6,NA,38,0.42044111855061,0.42044111855061,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"67851",2010,"MSC","4979",NA,NA,38,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6786",2011,"MSC","4979",NA,NA,NA,NA,NA,0,2,2011,12.9,14.78,340.13,10342.664,7190.291
"6787",2005,"MSC","4980",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67871",2006,"MSC","4980",NA,NA,10,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6788",2007,"MSC","4980",0.2,NA,15,0.219732178022843,0.219732178022843,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67881",2008,"MSC","4980",NA,NA,15,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6789",2009,"MSC","4980",0.2,NA,15,0.219732178022843,0.219732178022843,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"6790",2005,"MSC","4981",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67901",2006,"MSC","4981",NA,NA,7,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6791",2007,"MSC","4981",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6792",2005,"MSC","4982",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67921",2006,"MSC","4982",NA,NA,11,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6793",2007,"MSC","4982",0.3,NA,15,0.269909413154784,0.269909413154784,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6794",2005,"MSC","4983",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67941",2006,"MSC","4983",NA,NA,5,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6795",2007,"MSC","4983",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6796",2005,"MSC","4984",0.2,NA,7,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67961",2006,"MSC","4984",NA,NA,7,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6797",2007,"MSC","4984",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6798",2005,"MSC","4985",0.3,NA,9,0.269909413154784,0.269909413154784,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"67981",2006,"MSC","4985",NA,NA,9,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6799",2007,"MSC","4985",0.2,NA,15,0.219732178022843,0.219732178022843,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"67991",2008,"MSC","4985",NA,NA,15,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6800",2009,"MSC","4985",0.2,NA,15,0.219732178022843,0.219732178022843,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"6802",2005,"MSC","4986",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"68021",2006,"MSC","4986",NA,NA,12,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6803",2007,"MSC","4986",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6804",2005,"MSC","4987",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"68041",2006,"MSC","4987",NA,NA,5,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6805",2007,"MSC","4987",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6806",2005,"MSC","4989",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"68061",2006,"MSC","4989",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6807",2007,"MSC","4989",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6808",2005,"MSC","4991",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"68081",2006,"MSC","4991",NA,NA,8,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6809",2007,"MSC","4991",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6810",2005,"MSC","4992",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"68101",2006,"MSC","4992",NA,NA,7,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6811",2007,"MSC","4992",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"6812",2005,"MSC","4993",0.1,NA,12,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"68121",2006,"MSC","4993",NA,NA,12,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"6813",2007,"MSC","4993",0.2,NA,19,0.219732178022843,0.219732178022843,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"68131",2008,"MSC","4993",NA,NA,19,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6814",2009,"MSC","4993",0.2,NA,19,0.219732178022843,0.219732178022843,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"6817",2003,"MSC","1(no tag)",0.1,NA,3,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"6818",2004,"MSC","1(no tag)",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"6819",2002,"MSC","1095a",0.4,NA,29,0.320086648286726,0.320086648286726,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"6820",2003,"MSC","1095a",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"68211",2004,"MSC","1400b",NA,1.4,198,NA,1.4,1,0,2004,12.929,14.16,772.77,9001.189,6400.959
"68212",2005,"MSC","1400b",NA,NA,198,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"68213",2006,"MSC","1400b",NA,NA,198,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"68214",2007,"MSC","1400b",NA,NA,198,NA,NA,NA,0,2007,12.729,14.86,353.13,10910.287,9311.544
"68215",2008,"MSC","1400b",NA,NA,198,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"68216",2009,"MSC","1400b",NA,NA,198,NA,NA,NA,0,2009,12.529,13.44,595.35,11625.308,9276.037
"6822",2010,"MSC","1400b",NA,1.4,NA,NA,1.4,1,6,2010,12.971,13.52,797.16,10810.442,6033.497
"6823",2011,"MSC","1400b",NA,NA,NA,NA,NA,0,1,2011,12.9,14.78,340.13,10342.664,7190.291
"6834",2011,"MSC","1710b",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68341",2012,"MSC","1710b",NA,NA,8,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6835",2013,"MSC","1710b",NA,NA,NA,NA,NA,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6843",2011,"MSC","1714b",0.1,NA,12,0.169554942890901,0.169554942890901,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68431",2012,"MSC","1714b",NA,NA,12,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6844",2013,"MSC","1714b",0.1,NA,12,0.169554942890901,0.169554942890901,0,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6857",2011,"MSC","1717b",2.6,NA,80,1.42398582118944,1.42398582118944,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68571",2012,"MSC","1717b",NA,NA,80,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6858",2013,"MSC","1717b",NA,NA,NA,NA,NA,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6859",2014,"MSC","1717b",NA,NA,NA,NA,NA,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6862",2011,"MSC","1719b",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68621",2012,"MSC","1719b",NA,NA,7,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6863",2013,"MSC","1719b",0.2,NA,7,0.219732178022843,0.219732178022843,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6864",2014,"MSC","1719b",0.2,NA,15,0.219732178022843,0.219732178022843,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6865",2015,"MSC","1719b",NA,NA,NA,NA,NA,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"6868",2011,"MSC","1720b",0.1,NA,13,0.169554942890901,0.169554942890901,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68681",2012,"MSC","1720b",NA,NA,13,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6869",2013,"MSC","1720b",0.2,NA,17,0.219732178022843,0.219732178022843,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6870",2014,"MSC","1720b",0.7,NA,18,0.470618353682551,0.470618353682551,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6871",2015,"MSC","1720b",NA,NA,NA,NA,NA,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"6874",2011,"MSC","1721b",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68741",2012,"MSC","1721b",NA,NA,12,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6875",2013,"MSC","1721b",0.2,NA,16,0.219732178022843,0.219732178022843,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6876",2014,"MSC","1721b",0.2,NA,18,0.219732178022843,0.219732178022843,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6877",2011,"MSC","1722b",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68771",2012,"MSC","1722b",NA,NA,10,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6878",2013,"MSC","1722b",NA,NA,NA,NA,NA,0,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6879",2011,"MSC","1723b",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68791",2012,"MSC","1723b",NA,NA,5,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6880",2013,"MSC","1723b",NA,NA,5,NA,NA,0,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6881",2011,"MSC","1725b",0.2,NA,20,0.219732178022843,0.219732178022843,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"68811",2012,"MSC","1725b",NA,NA,20,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6882",2013,"MSC","1725b",0.5,NA,37,0.370263883418668,0.370263883418668,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6883",2014,"MSC","1725b",0.5,NA,37,0.370263883418668,0.370263883418668,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6905",2010,"MSC","1737b",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6906",2011,"MSC","1737b",0.3,NA,16,0.269909413154784,0.269909413154784,1,1,2011,12.9,14.78,340.13,10342.664,7190.291
"69061",2012,"MSC","1737b",NA,NA,16,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6907",2013,"MSC","1737b",0.1,NA,15,0.169554942890901,0.169554942890901,0,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6915",2007,"MSC","1740a",0.2,NA,9,0.219732178022843,0.219732178022843,1,0,2007,12.729,14.86,353.13,10910.287,9311.544
"69151",2008,"MSC","1740a",NA,NA,9,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"6916",2009,"MSC","1740a",NA,NA,NA,NA,NA,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"69161",2010,"MSC","1740a",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"6917",2011,"MSC","1740a",NA,NA,NA,NA,NA,0,2,2011,12.9,14.78,340.13,10342.664,7190.291
"6919",2002,"MSC","1NA",0.3,NA,11,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"6920",2003,"MSC","1NA",NA,NA,NA,NA,NA,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"69211",2004,"MSC","1NA",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"6922",2011,"MSC","2724b",0.1,NA,13,0.169554942890901,0.169554942890901,1,0,2011,12.9,14.78,340.13,10342.664,7190.291
"69221",2012,"MSC","2724b",NA,NA,13,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"6923",2013,"MSC","2724b",0.1,NA,NA,0.169554942890901,0.169554942890901,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"6924",2014,"MSC","2724b",0.3,NA,16,0.269909413154784,0.269909413154784,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6927",2013,"MSC","4092a",NA,0.8,147,NA,0.8,1,0,2013,14.357,16.06,192.27,12276.104,7806.735
"6928",2014,"MSC","4092a",NA,0.8,163,NA,0.8,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"6929",2015,"MSC","4092a",NA,1.2,184,NA,1.2,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"6930",2016,"MSC","4092a",NA,1.2,209,NA,1.2,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"6931",2017,"MSC","4092a",NA,1.3,213,NA,1.3,1,1,2017,NA,NA,NA,11215.875,8533.928
"6932",2002,"MSC","945a",0.3,NA,19,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
